ID	PATTERN	PROFESSIONAL	CONSUMER	PROPENSITY_FACTOR
9619	also known as	Alice-in-Wonderland syndrome	Todds syndrome	2
11351	also known as	Gamekeepers thumb	skiers thumb	2
14195	also known as	Dr. Rovenia M. Brock	Dr. Ro	2
8004	also known as	oculocardiac reflex	Aschner phenomenon	2
826	also known as	expressive arts therapy	Expressive therapy	2
1765	also known as	limited dorsal slit with transverse closure	prepuce plasty	2
4114	also known as	Ledderhoses disease	Plantar fascial fibromatosis	2
4792	also known as	Galloways	Galloways Society for the Blind	2
5113	also known as	London HEMS	Londons Air Ambulance	2
5325	also known as	growth-hormone-releasing factor	Growth-hormone-releasing hormone	2
5617	also known as	ecosan	Ecological sanitation	2
5970	also known as	Paramyotonia congenita of von Eulenburg	Paramyotonia Congenita	2
6319	also known as	Leprechaunism	Donohue Syndrome	2
6393	also known as	masochistic personality disorder	Self-defeating personality disorder	2
7512	also known as	bird-headed dwarfism	microcephalic primordial dwarfism	2
7985	also known as	pseudophakic dysphotopsia	Pseudophakic photic phenomena	2
8646	also known as	Jk antigen	The Kidd antigen system	2
9628	also known as	Christian syndrome	Adducted thumb syndrome recessive form	2
10338	also known as	The Juice Master	Jason Vale	2
10440	also known as	uteroplacental apoplexy	Couvelaire uterus	2
12201	also known as	ProMED-mail	Program for Monitoring Emerging Diseases	2
12243	also known as	multiple drug intake	Combined drug intoxication	2
12413	also known as	thermocautery	Pin firing	2
12558	also known as	fovea hypoplasia	Macular hypoplasia	2
12646	also known as	protein induced by vitamin K absence/antagonist-II	Des-gamma carboxyprothrombin (DCP)	2
12670	also known as	GALE deficiency	Galactose epimerase deficiency	2
13693	also known as	feline fatty liver syndrome	Feline hepatic lipidosis	2
13936	also known as	Riddoch syndrome	Riddoch phenomenon	2
14177	also known as	epistemic responsibility	Intellectual responsibility	2
14573	also known as	anthromes	Anthropogenic biomes	2
14781	also known as	CareSouth	CareSouth Health System Inc.	2
17230	also known as	Ahlbacks disease	Spontaneous Osteonecrosis of the Knee	2
18522	also known as	grass staggers	hypomagnesemic tetany	2
19346	also known as	erythrokeratolysis hiemalis	Keratolytic Winter erythema	2
19418	also known as	Seton Family of Hospitals	Seton Healthcare Family	2
19518	also known as	Waldmanns disease	Waldmann disease	2
20596	also known as	Sudden Onset Aggression	Rage Syndrome	2
22335	also known as	iconic encoding	Semantic compaction	2
23814	also known as	pleasure dissociative orgasmic disorder	Sexual anhedonia	2
25599	also known as	explosive speech	Scanning speech	2
28186	also known as	sex verification	Gender verification in sports	2
3247	also known as	Aethusa cynapium	poison parsley	2
3683	also known as	Dancing mania	choreomania	2
3684	also known as	Dancing mania	St Johns Dance	2
5939	also known as	Lemierres disease	human necrobacillosis	2
6541	also known as	Armenian bole	bole armoniac	2
7105	also known as	Euryale ferox	foxnut	2
8721	also known as	Jacopo Berengario da Carpi	Jacopo Barigazzi	2
8722	also known as	Jacopo Berengario da Carpi	Giacomo Berengario da Carpi	2
10033	also known as	Tricholoma flavovirens	Yellow knight	2
10916	also known as	Killians dehiscence	Laimer triangle	2
10917	also known as	Killians dehiscence	Laimer-Killian triangle	2
10918	also known as	Killians dehiscence	Laimer-Haeckermann area	2
12491	also known as	Acrodysostosis	Maroteaux-Malamut syndrome	2
15804	also known as	Medical Officer for Health	District Medical Officer	2
16168	also known as	ulnar claw	Spinsters Claw	2
17639	also known as	Schindler disease	Alpha-N-acetylgalactosaminidase deficiency	2
18283	also known as	Artificial nails	fashion nails	2
18284	also known as	Artificial nails	nail enhancements	2
18285	also known as	Artificial nails	nail extensions	2
20255	also known as	Platycladus orientalis	oriental thuja	2
21666	also known as	Bundled payment	evidence-based case rate	2
21667	also known as	Bundled payment	global bundled payment	2
21669	also known as	Bundled payment	package pricing	2
21670	also known as	Bundled payment	packaged pricing	2
25414	also known as	Molluscicides	snail pellets	2
27035	also known as	Oculomotor apraxia	Saccadic Initiation Failure	2
27084	also known as	Serpiginous choroiditis	helicoid choroidopathy	2
8712	also known as	Stomatitis nicotina	smokers keratosis	2
10045	also known as	Claude Alexander Conlin	C. Alexander	2
12017	also known as	TORCH complex	TORCHES	2
8005	also known as	oculocardiac reflex	Aschner reflex	2
8006	also known as	oculocardiac reflex	Aschner-Dagnini reflex	2
756	also known as	Pitt-Rogers-Danks syndrome	Wolf–Hirschhorn syndrome	2
760	also known as	Isaac Judaeus	Isaac Israeli ben Solomon	2
3062	also known as	jumbo flying squid	Humboldt squid	2
3202	also known as	hepatic foetor	foetor hepaticus	2
4115	also known as	Morbus Ledderhose	Plantar fascial fibromatosis	2
5971	also known as	Eulenburg disease	Paramyotonia Congenita	2
7595	also known as	holy grass	Anthoxanthum nitens	2
8713	also known as	smokers palate	Stomatitis nicotina	2
9620	also known as	lilliputian hallucinations	Alice-in-Wonderland syndrome	2
11175	also known as	Naegeli syndrome	Naegeli–Franceschetti–Jadassohn syndrome	2
11682	also known as	tower skull	Oxycephaly	2
11883	also known as	macrothrombocytopenia with leukocyte inclusions	May–Hegglin anomaly	2
13939	also known as	mutational chink	Puberphonia	2
15995	also known as	THC-11-oic acid	11-nor-9-Carboxy-THC	2
18721	also known as	magnetic gait	Bruns ataxia	2
20123	also known as	trisomy 17p11.2	Potocki–Lupski syndrome (PTLS)	2
20529	also known as	HPV+ OPC	Human papillomavirus (HPV)-positive oropharyngeal cancer (OPC)	2
22802	also known as	rectal feeding	nutrient enema	2
22807	also known as	clinical study portal	clinical trial portal	2
22937	also known as	Pushki	Cow Parsnip	2
28250	also known as	Pigweed	Common Purslane	2
12415	also referred to as	thoracolumbar junction syndrome	Posterior ramus syndrome	2
19136	also referred to as	parental corporal punishment	Domestic corporal punishment	2
19900	also referred to as	Lujan syndrome	Lujan–Fryns syndrome	2
28454	also termed	Denture-related stomatitis	denture sore mouth	2
28432	also termed	leucoedema	Leukoedema	2
28440	also termed	fungiform papillary glossitis	Transient lingual papillitis	2
28457	also termed	Denture-related stomatitis	Candida-associated denture induced stomatitis	2
28458	also termed	Denture-related stomatitis	denture-associated erythematous stomatitis	2
13246	commonly called	Daphne laureola	spurge-laurel	2
3512	commonly called	death camas	Toxicoscordion venenosum	2
4124	commonly known as	Urtica ferox	ongaonga	2
13167	commonly known as	Ratibida columnifera	Upright Prairie Coneflower	2
15222	commonly known as	Lactarius helvus	fenugreek milkcap	2
23325	commonly known as	Elytropappus rhinocerotis	Renosterbos	2
25547	commonly known as	Hospital Episcopal San Lucas	Hospital San Lucas	2
664	commonly known as	Ilex vomitoria	yaupon	2
6007	commonly known as	coffeeberry	Rhamnus californica	2
26875	commonly known as	MEDITECH	Medical Information Technology, Inc.	2
23326	commonly known as	Elytropappus rhinocerotis	Rhinoceros Bush	2
665	commonly known as	Ilex vomitoria	yaupon holly	2
21868	commonly known as	Sivaramakrishna Iyer Padmavati	S. Padmavati	2
27457	sometimes called	Hemorrhagic smallpox	bloody pox	2
19777	sometimes called	Antibiotic misuse	antibiotic abuse	2
659	sometimes called	Chromotherapy	colorology	2
660	sometimes called	Chromotherapy	cromatherapy	2
27458	sometimes called	Hemorrhagic smallpox	fulminant smallpox	2
27459	sometimes called	Hemorrhagic smallpox	blackpox	2
11029	sometimes known as	Idiopathic inflammatory demyelinating diseases	borderline forms of multiple sclerosis	2
21054	sometimes known as	price per procedure	Cost per procedure	2
25914	sometimes referred to as	emergence excitement	Emergence delirium	2
28244	also known as	Sheehan syndrome	Simmonds syndrome	2
16055	also known as	chlordecone	Kepone	2
17224	also known as	phrenic nerve pacing	Diaphragm Pacing	2
28246	also known as	Sheehan syndrome	postpartum pituitary necrosis	2
14545	also referred to as	competence to stand trial	Adjudicative competence	2
9053	also known as	Graves ophthalmopathy	dysthyroid/thyroid-associated orbitopathy (TAO)	2
7859	also known as	neuromuscular electrical stimulation	Electrical muscle stimulation	2
4907	also called	nycturia	Nocturia	2
3709	also known as	cardiopulmonary arrest	Cardiac arrest	2
25074	commonly known as	autumn crocus	Colchicum autumnale	2
20504	commonly referred to as	Pharmaceutical Management Agency	PHARMAC	2
24527	commonly called	overtreatment	Unnecessary health care	2
19990	also called	voltage sensitive dye	potentiometric dyes	2
23772	also known as	telesurgery	Remote surgery	2
22529	also known as	organic mental disorder	chronic organic brain syndrome	2
915	also known as	Dissociative identity disorder	DID	2
25136	commonly known as	Philips	Royal Philips	2
12783	also known as	somnambulism	Sleepwalking	2
28439	also termed	Radicular cyst	periapical cyst	2
10844	also called	Survivin	baculoviral inhibitor of apoptosis repeat-containing 5	2
1189	also known as	glomerular nephritis	Glomerulonephritis	2
3022	also known as	Shahjalal University of Science and Technology	SUST	2
15403	also called	Ethanol	pure alcohol	2
1228	also known as	tinea circinata	Tinea corporis	2
1229	also known as	tinea glabrosa	Tinea corporis	2
2317	also known as	mucoviscidosis	Cystic fibrosis	2
709	also called	Flat feet	fallen arches	2
4007	also known as	excoriation (skin-picking) disorder	Dermatillomania	2
4009	also known as	pathologic skin picking (PSP)	Dermatillomania	2
4010	also known as	compulsive skin picking (CSP)	Dermatillomania	2
9178	also called	Familial amyloid polyneuropathy	transthyretin-related hereditary amyloidosis	2
254	also called	Hemispatial neglect	unilateral visual inattention	2
1842	also known as	Fertilisation	conception	2
2436	also known as	fish odor syndrome	Trimethylaminuria	2
17020	also called	Early-onset Alzheimers disease	early-onset Alzheimers	2
9095	also known as	Chinese sage	Salvia miltiorrhiza	2
1005	also known as	C3b/C4b receptor	CR1	2
19042	also known as	ophthalmic migraine	Retinal migraine	2
20254	also known as	Platycladus orientalis	biota	2
19044	also known as	ocular migraine	Retinal migraine	2
11451	also known as	Lymphocyte function-associated antigen 1	LFA-1	2
3224	also called	Hydroxylapatite	hydroxyapatite	2
11623	also known as	mesangiocapillary glomerulonephritis	Membranoproliferative glomerulonephritis	1
26297	also known as	Leydig cell hypoplasia	aplasia	1
16457	also called	biomedical informatics	Health informatics	1
1629	also known as	prosthetic dentistry	Prosthodontics	1
949	also called	Tinea	ringworm	1
11677	also known as	acrocephaly	Oxycephaly	1
28423	also termed	stomatopyrosis	BMS	1
26445	commonly known as	DBE	Barrie Lambert	1
26446	commonly known as	DBE	Florence Barrie Lambert	1
10177	also called	unit doses	Dosage forms	1
28417	also termed	BMS	glossodynia	1
1962	also known as	Cannabis	marijuana	1
24485	also called	ICR	Condylar resorption	1
1216	also known as	aortoiliac occlusive disease	Leriches syndrome	1
24125	also called	anti-Ro	Anti-SSA autoantibodies	1
3133	also known as	Mud fever	scratches	1
251	also called	Hemispatial neglect	hemineglect	1
24239	also referred to as	couple and family therapy	Family therapy	1
6993	also called	Pharmacologic cardioversion	chemical cardioversion	1
26373	also called	anal leakage	Rectal discharge	1
4935	also called	Carpenter syndrome	acrocephalopolysyndactyly type II	1
15990	also called	Posterior cortical atrophy	Bensons syndrome	1
15802	also known as	Medical Officer of Health	Medical Officer for Health	1
4941	commonly called	Amaranthus hybridus	red amaranth	1
3772	also known as	cercarial dermatitis	Swimmer’s itch	1
150	also known as	Nontuberculous mycobacteria	environmental mycobacteria	1
6231	also known as	PCS	Post-concussion syndrome	1
8558	also known as	bipolar affective disorder	Bipolar disorder	1
1367	also known as	Triple X syndrome	trisomy X	1
17630	sometimes known as	Jadad scale	Jadad scoring	1
8901	also known as	Freys syndrome	Baillarger’s syndrome	1
8902	also known as	Freys syndrome	Dupuy’s syndrome	1
8903	also known as	Freys syndrome	Auriculotemporal syndrome	1
8904	also known as	Freys syndrome	Frey-Baillarger syndrome	1
1680	also known as	HDN	Hemolytic disease of the newborn	1
8980	also called	Fecal incontinence	bowel incontinence	1
8126	also called	Bartholins glands	Bartholin glands	1
26648	also known as	lionitis	Craniodiaphyseal dysplasia	1
17359	also called	biofilms	plaque	1
6629	also called	Cleidocranial dysplasia	Cleidocranial dysostosis	1
5742	also known as	Segmented sleep	interrupted sleep	1
6445	also known as	anticor	anticoeur	1
6446	also known as	anticor	avant-cœur	1
20280	also known as	Androstenedione	17-ketoestosterone	1
2804	also known as	podagra	Gout	1
14438	also known as	TCP	2,4,6-Trichlorophenol	1
23209	also known as	Leigh disease	Subacute Necrotizing Encephalomyelopathy	1
12013	also known as	pannus	Chronic superficial keratitis	1
5109	also known as	ocular melanocytosis	Ocular melanosis	1
4116	also known as	plantar fibromatosis	Plantar fascial fibromatosis	1
12165	also known as	androstenolone	Dehydroepiandrosterone	1
2888	also called	Maple syrup urine disease	branched-chain ketoaciduria	1
8146	also known as	Lynx	Axe	1
307	also known as	Gardner syndrome	familial colorectal polyposis	1
7243	also known as	TGN1412	CD28-SuperMAB	1
17021	also called	early-onset AD	Early-onset Alzheimers disease	1
4653	also known as	Aspirin	USAN	1
17077	also referred to as	DD3	PCA3	1
613	also referred to as	Corneal Refractive Therapy	Orthokeratology	1
152	also known as	Nontuberculous mycobacteria	mycobacteria other than tuberculosis	1
4669	also known as	suprarenal glands	adrenal glands	1
23013	commonly known as	The Saviors Alliance for Lifting the Truth	The SALT	1
7327	also known as	pre-ejaculatory fluid	Pre-ejaculate	1
5179	also called	Tissue factor	factor III	1
498	also known as	leucopenia	Leukopenia	1
27036	also known as	Oculomotor apraxia	OMA	1
3992	also known as	chigoe flea	flea	1
783	also known as	Mesalazine	INN	1
7861	also known as	globus sensation	Globus pharyngis	1
3197	also called	photoirritation	Phototoxicity	1
11854	also known as	Maedi-Visna virus	Visna virus	1
15413	also known as	Epinephrine	adrenalin	1
1311	also called	Hypertrichosis	Ambras syndrome	1
6670	also called	SCAD deficiency	Short-chain acyl-coenzyme A dehydrogenase deficiency	1
3644	also known as	HLLE	Head and lateral line erosion	1
23621	also known as	Doose syndrome	Myoclonic astatic epilepsy	1
19849	also known as	Banisteriopsis caapi	yajé	1
4851	also known as	Huangdi Neijing	Yellow Emperors Inner Canon	1
21668	also known as	global payment	Bundled payment	1
25854	sometimes referred to as	Tao Yin	Taoist	1
6309	also known as	Orthostatic hypotension	postural hypotension	1
25112	also called	Nutrition	nourishment	1
9492	also called	osteomyelitis	Garrés sclerosing osteomyelitis	1
15628	also known as	Human feces	stool	1
9056	also known as	Telepsychiatry	e-psychiatry	1
6955	also known as	Gorhams disease	phantom bone disease	1
6730	also called	obliterative bronchiolitis	Bronchiolitis obliterans	1
7634	also known as	2	HSV-2	1
3403	also called	brominated biphenyls	Polybrominated biphenyls	1
6269	also known as	coenzyme Q	Coenzyme Q10	1
15435	also known as	Female genital mutilation	female genital cutting	1
24799	also known as	Anadenanthera peregrina	Parica	1
20535	also known as	thyrocalcitonin	Calcitonin	1
6018	also known as	Dermatoscopy	dermoscopy	1
7755	colloquially known as	Cosmetics	makeup	1
11889	also known as	Neprilysin	neutral endopeptidase	1
26080	also known as	terminal sedation	palliative sedation	1
8979	also called	faecal incontinence	Fecal incontinence	1
28466	also termed	Leukoplakia	idiopathic leukoplakia	1
24561	also known as	Fabry disease	Fabrys disease	1
9097	also known as	Salvia miltiorrhiza	danshen	1
16049	also called	Korsakoffs syndrome	Korsakoffs dementia	1
16051	also called	Korsakoffs syndrome	amnesic-confabulatory syndrome	1
4145	also known as	Clinical chemistry	medical biochemistry	1
7495	also known as	vaginal atrophy	Atrophic vaginitis	1
15663	also known as	pulmonary regurgitation	Pulmonic regurgitation	1
865	also known as	MAP kinases	Mitogen-activated protein kinases	1
12112	also known as	Delusional parasitosis	Ekboms syndrome	1
4460	also known as	Nagana	animal African trypanosomiasis	1
1069	also known as	tonsilar calculi	Tonsilloliths	1
20640	also known as	spontaneous coronary artery dissection	coronary artery dissection	1
19778	sometimes called	Antibiotic misuse	antibiotic overuse	1
15412	also known as	Epinephrine	adrenaline	1
5449	also known as	Lipoic acid	alpha lipoic acid	1
5570	also called	ischemia	Beauty parlour syndrome	1
15429	also known as	Fellatio	fellation	1
18771	also called	Pain management	pain medicine	1
3950	also known as	The Longwood Medical and Academic Area	LMA	1
11424	also referred to as	social care	Home care	1
19859	also known as	Prunus laurocerasus	cherry laurel	1
7295	also called	Hyperimmunoglobulin E syndrome	Jobs syndrome	1
12166	also known as	prasterone	Dehydroepiandrosterone	1
22528	also known as	organic mental disorder	organic brain syndrome	1
28066	also called	Ondines curse	congenital central hypoventilation syndrome	1
15629	also known as	faeces	Human feces	1
28461	also termed	AP	Periapical periodontitis	1
22955	also known as	Propionic acidemia	propionyl-CoA carboxylase deficiency	1
12698	also known as	Prader	Urban–Rogers–Meyer syndrome	1
2351	also known as	ALD	Adrenoleukodystrophy	1
28331	also known as	Oral candidiasis	moniliasis	1
4225	also known as	immunoglobulins	antibodies	1
5210	also called	Distraction osteogenesis	osteodistraction	1
20641	also known as	SCAD	coronary artery dissection	1
7704	also called	Felty syndrome	Feltys syndrome	1
12447	sometimes called	Africa	African pear	1
12448	sometimes called	Africa	Nsafu	1
12449	sometimes called	Africa	bush butter tree	1
12450	sometimes called	Africa	native pear	1
2437	also known as	Trimethylaminuria	fish malodor syndrome	1
18146	also called	fibrin sealant	Fibrin glue	1
9054	also known as	Graves orbitopathy	Graves ophthalmopathy	1
18918	also known as	APS-1	Autoimmune polyendocrine syndrome type 1	1
2863	also known as	Partial hospitalization	PHP	1
27438	also called	Bioresorbable	bioabsorbable	1
3887	also called	iodomethane	Methyl iodide	1
25063	also called	ADA-SCID	Adenosine deaminase deficiency	1
761	also known as	portosystemic encephalopathy	Hepatic encephalopathy	1
1968	also called	Regulatory affairs	government affairs	1
9531	also called	ptyalism	Hypersalivation	1
7268	also known as	AHEPA Hospital	AHEPA University Hospital	1
3645	also known as	Head and lateral line erosion	hole-in-the-head	1
8944	commonly known as	Acer saccharinum	silver maple	1
18940	also known as	paralysis agitans	PD	1
10023	also called	ophthalmitis	Ophthalmia	1
26081	also known as	continuous deep sedation	palliative sedation	1
678	sometimes known as	AMA	DAMA	1
13894	also known as	Accident-proneness	clumsiness	1
28001	also called	neurocardiogenic syncope	vasovagal attack	1
28463	also termed	leucoplakia	Leukoplakia	1
9490	also called	proliferative periostitis	osteomyelitis	1
9491	also called	periostitis ossificans	osteomyelitis	1
21247	also known as	bittersweet nightshade	Solanum dulcamara	1
28200	also known as	Idiopathic Basal Ganglia Calcification	Fahr disease	1
10489	also known as	Idiosyncratic drug reactions	type B reactions	1
15230	commonly called	Leonurus japonicus	Chinese motherwort	1
19837	commonly called	Laburnum	golden chain	1
7335	commonly known as	Calcium oxide	burnt lime	1
17537	also known as	Influenza-like illness	acute respiratory infection	1
587	also known as	Fasciolosis	Fascioliasis	1
5605	also known as	benign migratory glossitis	Geographic tongue	1
4685	also known as	neuroleptics	Antipsychotics	1
5596	also called	developmental delays	Delayed milestone	1
1909	also known as	indirect antiglobulin test	indirect Coombs test	1
13989	commonly known as	NF	flesh-eating bacteria syndrome	1
5209	also called	Distraction osteogenesis	callotasis	1
4003	also known as	cytokine cascade	cytokine storm	1
1636	also known as	Quaternary ammonium cations	quats	1
28075	also known as	HSP	anaphylactoid purpura	1
14414	also known as	alpha-methylacyl-CoA racemase	AMACR	1
3384	also known as	ER	tying up	1
28332	also known as	candidal stomatitis	Oral candidiasis	1
28333	also known as	muguet	Oral candidiasis	1
589	also known as	Fasciolosis	distomatosis	1
16599	also referred to as	behavioural addiction	non-substance-related addiction	1
12346	sometimes known as	Non-voluntary euthanasia	mercy killing	1
16456	also called	clinical informatics	Health informatics	1
15344	also known as	Fothergills disease	Trigeminal neuralgia	1
19225	also called	Malta fever	Brucellosis	1
3195	commonly known as	wild apricot	Passiflora incarnata	1
10788	also known as	leucotomies	lobotomy	1
914	also known as	Dissociative identity disorder	multiple personality disorder	1
4255	also known as	TAPVC	Total anomalous pulmonary venous connection	1
2513	also known as	Papain	papaya proteinase I	1
28330	also known as	oropharyngeal candidiasis	Oral candidiasis	1
16066	also called	Hypersensitivity	intolerance	1
23705	also referred to as	integrative health	Integrative medicine	1
12077	also known as	disseminated intravascular coagulopathy	Disseminated intravascular coagulation	1
8617	also known as	stapled hemorrhoidopexy	Stapled hemorrhoidectomy	1
19648	also known as	FTS	flaccid trunk paralysis	1
5208	also called	Distraction osteogenesis	callus distraction	1
19736	also known as	Home economics	home ec.	1
10887	also known as	Psychiatric rehabilitation	psychosocial rehabilitation	1
5927	also known as	Shigellosis	Marlow Syndrome	1
392	also called	Glycogen storage disease type II	acid maltase deficiency	1
13566	also called	GAMT deficiency	Guanidinoacetate methyltransferase deficiency	1
27918	also called	Systemic juvenile idiopathic arthritis	Systemic onset juvenile idiopathic arthritis	1
5199	also known as	Chenodeoxycholic acid	chenodesoxycholic acid	1
2344	also known as	iridodiagnosis	Iridology	1
4249	also known as	Persistent truncus arteriosus	Truncus arteriosus	1
9323	commonly known as	cocci	Coccidioidomycosis	1
22700	also known as	Cat scratch disease	Teenys Disease	1
22701	also known as	Cat scratch disease	inoculation lymphoreticulosis	1
22702	also known as	Cat scratch disease	subacute regional lymphadenitis	1
886	also known as	Asperger disorder	Asperger syndrome	1
26728	also known as	Sigmoidocele	Pouch of Douglas	1
19832	also called	Quincy, M.E.	Quincy	1
24586	also known as	Epidermolytic hyperkeratosis	Bullous congenital ichthyosiform erythroderma	1
27081	also known as	Tesamorelin	Egrifta	1
18201	also known as	amelanosis	Amelanism	1
3414	also known as	Fascioloides magna	large American liver fluke	1
6416	also known as	F-75	Formula 75	1
21663	also known as	episode payment	Bundled payment	1
2625	commonly known as	Cryptostegia grandiflora	rubber vine	1
13802	sometimes called	Langers lines	cleavage lines	1
24564	also known as	alpha-galactosidase A deficiency	Fabry disease	1
14525	also called	Cancell	Sheridans Formula	1
14526	also called	Cancell	Jims Juice	1
14527	also called	Cancell	Crocinic Acid	1
14528	also called	Cancell	JS–114	1
14529	also called	Cancell	JS–101	1
14530	also called	Cancell	126–F	1
14531	also called	Cancell	Entelev	1
5793	also known as	Pyomyositis	tropical pyomyositis	1
2791	also known as	Abdominal obesity	clinically	1
4822	also known as	Outpatient surgery	day surgery	1
6695	also known as	Anandamide	AEA	1
9419	also called	X-linked hypophosphatemia	X-linked dominant hypophosphatemic rickets	1
28134	also called	spontaneous regression	Spontaneous remission	1
7633	also known as	2	HSV-1	1
11946	also known as	extracellular matrix metalloproteinase inducer	Basigin	1
975	also called	Harpagophytum	grapple plant	1
976	also called	Harpagophytum	wood spider	1
5935	also known as	acute coryza	common cold	1
27345	also known as	Dupuytrens contracture	morbus Dupuytren	1
5936	also known as	common cold	a cold	1
7756	colloquially known as	Cosmetics	make-up	1
8462	also known as	costiveness	Constipation	1
4163	also known as	Seasonal affective disorder	seasonal depression	1
5694	also known as	gishri	cutting	1
4909	also known as	Streptococcus agalactiae	Group B streptococcus	1
13526	also called	straight leg raise	Lasègues sign	1
13527	also called	straight leg raise	Lasègue test	1
13528	also called	straight leg raise	Lazarevićs sign	1
2207	also known as	FIOCRUZ	Fundação Oswaldo Cruz	1
5471	also called	trichiniasis	Trichinosis	1
19838	also known as	Rhesus isoimmunisation	Rh disease	1
19839	also known as	Rh (D) disease	Rh disease	1
19842	also known as	RhD Hemolytic Disease of the Newborn	Rh disease	1
19843	also known as	Rhesus D Hemolytic Disease of the Newborn	Rh disease	1
19844	also known as	RhD HDN	Rh disease	1
23458	also known as	routine and microscopy	urinalysis	1
4641	commonly known as	Persian	ˈpur ˈsinɑ	1
23780	also known as	males who have sex with males	MSM	1
7961	also known as	Depressive personality disorder	melancholic	1
3977	sometimes called	PF	procurator fiscal	1
18429	also known as	crotch rot	Tinea cruris	1
13663	also known as	Tularemia	Pahvant Valley plague	1
13665	also known as	Tularemia	deer fly fever	1
13666	also known as	Tularemia	Oharas fever	1
19222	also called	Brucellosis	Bangs disease	1
19224	also called	Brucellosis	Gibraltar fever	1
19226	also called	Brucellosis	Maltese fever	1
19228	also called	Brucellosis	rock fever	1
5926	also known as	bacillary dysentery	Shigellosis	1
2261	also known as	carminative	carminativum	1
16703	also known as	noradrenalin	epinephrine	1
11715	also called	Fatigue	tiredness	1
4144	also known as	Clinical chemistry	clinical biochemistry	1
2035	also known as	globoid cell leukodystrophy	Krabbe disease	1
11767	also known as	ChIP-chip	ChIP-on-chip	1
5490	also known as	Atherosclerosis	ASVD	1
9222	also known as	Stills murmur	vibratory murmur	1
10117	also known as	salicylate intolerance	Salicylate sensitivity	1
13168	commonly known as	Ratibida columnifera	Mexican Hat	1
27757	also called	bronchial blocker	endobronchial blocker	1
1179	also known as	Potter Sequence	Potters syndrome	1
3240	also known as	Mondini dysplasia	Mondini defect	1
17747	also known as	intoeing	Pigeon toe	1
27621	commonly referred to as	Leonard H. McCoy	Bones	1
966	also known as	water poisoning	Water intoxication	1
5532	also known as	under-5 mortality	Child mortality	1
28459	also termed	fascia	fascial space of the head and neck	1
9255	also called	Nephroptosis	floating kidney	1
14663	also referred to as	Exanthema subitum	roseola infantum	1
62	also known as	orthodontic braces	Dental braces	1
21044	also known as	black salve	Cansema	1
19227	also called	Mediterranean fever	Brucellosis	1
25402	also known as	Leptospirosis	canicola fever	1
25403	also known as	Leptospirosis	canefield fever	1
25404	also known as	Leptospirosis	nanukayami fever	1
25405	also known as	Leptospirosis	7-day fever	1
25406	also known as	Leptospirosis	Rat Catchers Yellows	1
25407	also known as	Leptospirosis	Fort Bragg fever	1
25408	also known as	Leptospirosis	black jaundice	1
25409	also known as	Leptospirosis	Pretibial fever	1
681	also known as	situs ambiguous	heterotaxy	1
15402	also called	Ethanol	ethyl alcohol	1
15208	sometimes known as	Deworming	worming	1
583	also called	Dracunculiasis	guinea worm disease	1
10441	also called	Papillorenal syndrome	Renal-coloboma syndrome	1
5052	also called	Sly syndrome	Mucopolysaccharidosis Type VII	1
20780	also called	expedited partner therapy	Patient-delivered (partner) therapy	1
26426	also known as	classical pharmacology	forward pharmacology	1
3578	also known as	Metal fume fever	brass founders ague	1
8090	also known as	neurilemma	Neurolemma	1
12493	also known as	orthopedic pathology	Bone pathology	1
26564	also known as	gyrate atrophy of the choroid and retina	Ornithine aminotransferase deficiency	1
3579	also known as	Metal fume fever	brass shakes	1
14382	commonly called	Astragalus bisulcatus	two-grooved milkvetch	1
12338	commonly known as	Veratrum album	white hellebore	1
16409	also known as	Cushing disease	Cushings disease	1
9928	also known as	Fishers method	Fishers combined probability test	1
14170	also known as	pinworm	threadworm	1
21523	also known as	Osteoarthritis	degenerative arthritis	1
22279	also called	Lafora disease	MELF	1
6693	also known as	Substance abuse	drug abuse	1
18938	also known as	PD	idiopathic or primary parkinsonism	1
18939	also known as	PD	hypokinetic rigid syndrome/HRS	1
1096	also known as	first-pass metabolism	first-pass effect	1
16451	also called	Health Information Systems	Health informatics	1
2385	also known as	Biomagnification	bioamplification	1
2278	also called	Acute stress reaction	acute stress disorder	1
8595	also known as	ischemic heart disease	Coronary artery disease	1
858	also known as	pityriasis rosea Gibert	Pityriasis rosea	1
24441	also called	treponema pallidum particle agglutination assay	TPPA	1
727	also known as	odontalgia	toothache	1
27615	also known as	herpes zoster oticus	Ramsay Hunt syndrome (RHS) type 2	1
27106	commonly known as	alpha gal	Galactose-alpha-1,3-galactose	1
11759	also called	partial epilepsy	Focal epilepsy	1
16351	also called	diaphragmatic injury	Diaphragmatic rupture	1
23813	also known as	Fanconis syndrome	Fanconi syndrome	1
9348	also referred to as	Amniocentesis	or AFT	1
6412	commonly known as	Percutaneous coronary intervention	coronary angioplasty	1
1227	also known as	Tinea corporis	ringworm	1
11719	also called	lassitude	Fatigue	1
7460	also known as	MPS	Myofascial pain syndrome	1
8594	also known as	coronary heart disease	Coronary artery disease	1
14524	also called	Cancell	Protocel	1
6893	also called	Degos disease	malignant atrophic papulosis	1
24546	also known as	Chalk River Laboratories	CRL	1
16065	also called	hypersensitivity reaction	Hypersensitivity	1
16704	also known as	noradrenalin	norepinephrine	1
3742	also known as	Crohn syndrome	Crohns disease	1
586	also known as	Gnathostomiasis	larva migrans profundus	1
